cell ID:  0 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.36
cell ID:  1257 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  1258 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1259 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.89
cell ID:  1260 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.86
cell ID:  1261 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.91
cell ID:  1262 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.91
cell ID:  1263 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.91
cell ID:  1264 	 	 real cell type: E3Rmst 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.7
cell ID:  1265 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.93
cell ID:  1266 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1267 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.94
cell ID:  1268 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1269 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1270 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1271 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.9
cell ID:  1272 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  1273 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1274 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.93
cell ID:  1275 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.96
cell ID:  1276 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1277 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.5
cell ID:  1278 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1279 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1280 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1281 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.89
cell ID:  1282 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1283 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1284 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1285 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1286 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1287 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.88
cell ID:  1288 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1289 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.95
cell ID:  1290 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  1291 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1292 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.88
cell ID:  1293 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.97
cell ID:  1294 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1295 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  1296 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.89
cell ID:  1297 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.74
cell ID:  1298 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.96
cell ID:  1299 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1300 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1301 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1302 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1303 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.74
cell ID:  1304 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1305 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.94
cell ID:  1306 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1307 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  1308 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1309 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1310 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.81
cell ID:  1311 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.57
cell ID:  1312 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1313 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1314 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1315 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.83
cell ID:  1316 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1317 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.92
cell ID:  1318 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rorb 	 	 probability: 0.74
cell ID:  1319 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1320 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1321 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1322 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1323 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1324 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1325 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.6
cell ID:  1326 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.9
cell ID:  1327 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1328 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1329 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.9
cell ID:  1330 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1331 	 	 real cell type: InP 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.15
cell ID:  1332 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  1333 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.88
cell ID:  1334 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1335 	 	 real cell type: E3Rorb 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.9
cell ID:  1336 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.81
cell ID:  1337 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.24
cell ID:  1338 	 	 real cell type: Mic 	 	 predicted cell type: Ast 	 	 probability: 0.48
cell ID:  1339 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1340 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.96
cell ID:  1341 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  1342 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.92
cell ID:  1343 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1344 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.56
cell ID:  1345 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.4
cell ID:  1346 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1347 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1348 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1349 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.93
cell ID:  1350 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1351 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.73
cell ID:  1352 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1353 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1354 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1355 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.42
cell ID:  1356 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1357 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.66
cell ID:  1358 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.84
cell ID:  1359 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1360 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1361 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1362 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1363 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1364 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.82
cell ID:  1365 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1366 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.97
cell ID:  1367 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1368 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.89
cell ID:  1369 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1370 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.84
cell ID:  1371 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1372 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1373 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1374 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.57
cell ID:  1375 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.85
cell ID:  1376 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1377 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.91
cell ID:  1378 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  1379 	 	 real cell type: Mic 	 	 predicted cell type: Mic 	 	 probability: 1.0
cell ID:  1380 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.48
cell ID:  1381 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.66
cell ID:  1382 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1383 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E3Rorb 	 	 probability: 0.35
cell ID:  1384 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.88
cell ID:  1385 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1386 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.74
cell ID:  1387 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.94
cell ID:  1388 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1389 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.27
cell ID:  1390 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.32
cell ID:  1391 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1392 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1393 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1394 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1395 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1396 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1397 	 	 real cell type: E5Parm1 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.56
cell ID:  1398 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  1399 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  1400 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  1401 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.9
cell ID:  1402 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.87
cell ID:  1403 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1404 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1405 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.76
cell ID:  1406 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.92
cell ID:  1407 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1408 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E3Rorb 	 	 probability: 0.46
cell ID:  1409 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.89
cell ID:  1410 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.76
cell ID:  1411 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.91
cell ID:  1412 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.9
cell ID:  1413 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.91
cell ID:  1414 	 	 real cell type: OPC 	 	 predicted cell type: OPC 	 	 probability: 0.87
cell ID:  1415 	 	 real cell type: OPC 	 	 predicted cell type: InV 	 	 probability: 0.3
cell ID:  1416 	 	 real cell type: InN 	 	 predicted cell type: InN 	 	 probability: 0.83
cell ID:  1417 	 	 real cell type: OliM 	 	 predicted cell type: OliM 	 	 probability: 0.92
cell ID:  1418 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.95
cell ID:  1419 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1420 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.54
cell ID:  1421 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  1422 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1423 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  1424 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1425 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.91
cell ID:  1426 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.94
cell ID:  1427 	 	 real cell type: E3Rmst 	 	 predicted cell type: E3Rmst 	 	 probability: 0.3
cell ID:  1428 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.59
cell ID:  1429 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.84
cell ID:  1430 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.87
cell ID:  1431 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.81
cell ID:  1432 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1433 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.93
cell ID:  1434 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.93
cell ID:  1435 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1436 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1437 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1438 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.92
cell ID:  1439 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.25
cell ID:  1440 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1441 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1442 	 	 real cell type: Mic 	 	 predicted cell type: Ast 	 	 probability: 0.94
cell ID:  1443 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.92
cell ID:  1444 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.85
cell ID:  1445 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.85
cell ID:  1446 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1447 	 	 real cell type: Clau 	 	 predicted cell type: Clau 	 	 probability: 0.89
cell ID:  1448 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.91
cell ID:  1449 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.76
cell ID:  1450 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.93
cell ID:  1451 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1452 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1453 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1454 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.94
cell ID:  1455 	 	 real cell type: InV 	 	 predicted cell type: InV 	 	 probability: 0.97
cell ID:  1456 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.19
cell ID:  1457 	 	 real cell type: E5Tshz2 	 	 predicted cell type: E5Tshz2 	 	 probability: 0.99
cell ID:  1458 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1459 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.92
cell ID:  1460 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1461 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.95
cell ID:  1462 	 	 real cell type: InV 	 	 predicted cell type: InV 	 	 probability: 0.98
cell ID:  1463 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.9
cell ID:  1464 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1465 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.6
cell ID:  1466 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.94
cell ID:  1467 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1468 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1469 	 	 real cell type: E4Il1rapl2 	 	 predicted cell type: E4Il1rapl2 	 	 probability: 0.93
cell ID:  1470 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.94
cell ID:  1471 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1472 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1473 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.91
cell ID:  1474 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1475 	 	 real cell type: E5Parm1 	 	 predicted cell type: E5Parm1 	 	 probability: 0.92
cell ID:  1476 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.93
cell ID:  1477 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1478 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1479 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1480 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.88
cell ID:  1481 	 	 real cell type: InP 	 	 predicted cell type: InP 	 	 probability: 0.91
cell ID:  1482 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.93
cell ID:  1483 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.9
cell ID:  1484 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1485 	 	 real cell type: E4Thsd7a 	 	 predicted cell type: E4Thsd7a 	 	 probability: 0.79
cell ID:  1486 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1487 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.4
cell ID:  1488 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.87
cell ID:  1489 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.92
cell ID:  1490 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.94
cell ID:  1491 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1492 	 	 real cell type: E5Galnt14 	 	 predicted cell type: E5Galnt14 	 	 probability: 0.87
cell ID:  1493 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.92
cell ID:  1494 	 	 real cell type: InN 	 	 predicted cell type: InN 	 	 probability: 0.84
cell ID:  1495 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.96
cell ID:  1496 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.4
cell ID:  1497 	 	 real cell type: InS 	 	 predicted cell type: InS 	 	 probability: 0.92
cell ID:  1498 	 	 real cell type: Ast 	 	 predicted cell type: Ast 	 	 probability: 0.6
cell ID:  1499 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.89
cell ID:  1500 	 	 real cell type: E3Rorb 	 	 predicted cell type: E3Rorb 	 	 probability: 0.91
cell ID:  1501 	 	 real cell type: E5Sulf1 	 	 predicted cell type: E5Sulf1 	 	 probability: 0.57
cell ID:  1502 	 	 real cell type: E6Tle4 	 	 predicted cell type: E6Tle4 	 	 probability: 0.9
cell ID:  1503 	 	 real cell type: E2Rasgrf2 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
cell ID:  1504 	 	 real cell type: Clau 	 	 predicted cell type: E2Rasgrf2 	 	 probability: 0.92
